id,sku_id,title,slug,category,sub_category,brand_name,product_type,gender,colorways,brand_sku,model,lowest_price,description,is_d2c,is_active,is_certificate_required,featured_image
1443,NIDULOTRPI,Nike Dunk Low Triple Pink,nike-dunk-low-triple-pink,casual footwear,Shoes,Nike,sneakers,male,Medium Soft Pink/Hyper Pink/Pink Foam,DH9765 600,Dunk,12555,,FALSE,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/03-04-2025-042510-nidulotrpi_photo1.png
1444,AIFOONEMIOFWHIPINGR,Air Force 1 Mid X Off White Pine Green,air-force-1-mid-x-off-white-pine-green,casual footwear,Shoes,Nike,sneakers,male,Pine Green/White/White,DR0500 300,Air Force 1,16217,,FALSE,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/03-04-2025-042517-aifoonemiofwhipingr_photo1.png
1445,AIJO1LOGOUN,Air Jordan 1 Low Golf Unc,air-jordan-1-low-golf-unc,sports & performance footwear,Shoes,nike,sneakers,male,White/University Blue,DD9315 100,Air Jordan 1,12868,,FALSE,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/03-04-2025-075432-aijo1logoun_photo1.png
1446,BTHROADWHUNONRU,The Roger Advantage White Undyed On Running,the-roger-advantage-white-undyed-on-running,casual footwear,Shoes,Nike,,,,,,17818,,FALSE,TRUE,TRUE,https://hypefly.co.in/_next/image?url=https%3A%2F%2Fdjm0962033frr.cloudfront.net%2F48_98185_png_d609a3f485.webp&w=1080&q=70
1447,YEBO70SU,Yeezy Boost 700 Sun,yeezy-boost-700-sun,casual footwear,Shoes,Adidas,sneakers,male,Sun/Sun/Sun,GZ6984,Yeezy Boost 700,23525,,FALSE,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/03-04-2025-075442-yebo70su_photo1.png
1448,CIXDULOPRSBQSTH,Civilist X Dunk Low Pro Sb Qs Thermography,civilist-x-dunk-low-pro-sb-qs-thermography,casual footwear,Shoes,Nike,sneakers,male,Black/Black/Black,CZ5123 001,Dunk SB,33929,,FALSE,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/03-04-2025-075451-cixduloprsbqsth_photo1.png
1449,BAIJO1LOSEBREL,Air Jordan 1 Low SE 'Brown Elephant',air-jordan-1-low-se-brown-elephant,casual footwear,Shoes,nike,sneakers,male,Hemp/Metallic Gold/White/Light British Tan/Black,DZ4130 201,Air Jordan 1,9718,{},FALSE,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/03-04-2025-042528-baijo1losebrel_photo1.png
1450,BNIDULOSMMAPLPI,Nike Dunk Low 'Smokey Mauve Playful Pink',nike-dunk-low-smokey-mauve-playful-pink,casual footwear,Shoes,Nike,sneakers,female,Smokey Mauve/Playful Pink/White,FZ3611 208,Dunk,9672,,FALSE,TRUE,TRUE,https://hypefly.co.in/_next/image?url=https%3A%2F%2Fdjm0962033frr.cloudfront.net%2F1344655_01_jpg_0b742aebb8.webp&w=1080&q=70
1451,ADYEQNFRBL,Adidas Yeezy Qntm Frozen Blue,adidas-yeezy-qntm-frozen-blue,casual footwear,Shoes,Adidas,sneakers,male,Frozen Blue,GZ8872,Yeezy Quantum,9760,,FALSE,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/03-04-2025-042538-adyeqnfrbl_photo1.png
1452,BNIDULOMISLARNA,Nike Dunk Low Mineral Slate Armory Navy,nike-dunk-low-mineral-slate-armory-navy,casual footwear,Shoes,Nike,sneakers,male,Mineral Slate/Armory Navy/Black/White,DR9705 300,Dunk,13486,{},FALSE,TRUE,TRUE,https://cdn.shopify.com/s/files/1/0570/7389/3509/t/1/assets/03-04-2025-042546-bnidulomislarna_photo1.png
19351,CAZ101AGBA0842,TAG Heuer Formula 1 Chronograph CAZ101AG.BA0842,tag-heuer-formula-1-chronograph-caz101agba0842,watches,Watches,TAG Heuer,,,,,,0,"Unleash precision and style with the TAG Heuer Formula 1 CAZ101AG.BA0842. This 43mm steel and ceramic timepiece features a tachymeter bezel, chronograph, and date functions powered by quartz movement. Its luminous grey dial and sapphire crystal offer elegance and durability, while 200m water resistance ensures reliability anywhere you go.",FALSE,TRUE,FALSE,https://cdn1.ethoswatches.com/media/catalog/product/cache/6e5de5bc3d185d8179cdc7258143f41a/t/a/tag-heuer-formula-1-caz101ag-ba0842-large.jpg
19353,CAZ1014BA0842,TAG Heuer Formula 1 Chronograph CAZ1014.BA0842,tag-heuer-formula-1-chronograph-caz1014ba0842,watches,Watches,TAG Heuer,,,,,,0,"Elevate your style with the TAG Heuer Formula 1 CAZ1014.BA0842. Featuring a sleek 43mm steel and aluminum case, a bold blue dial with luminous baton hands, and a durable steel strap, this Swiss-made chronograph combines precision and elegance. With 200m water resistance and sapphire crystal, it's built for performance.",FALSE,TRUE,FALSE,https://cdn1.ethoswatches.com/media/catalog/product/cache/6e5de5bc3d185d8179cdc7258143f41a/t/a/tag-heuer-formula-1-caz1014-ba0842-large.jpg
19354,WBP1113BA0000,TAG Heuer Aquaracer Professional 200 Solargraph WBP1113.BA0000,tag-heuer-aquaracer-professional-200-solargraph-wbp1113ba0000,watches,Watches,TAG Heuer,,,,,,0,"TAG Heuer Aquaracer Professional 200, model WBP1113.BA0000, combines precision with elegance. Featuring a 40mm steel case, blue dial with luminous hands, and a unidirectional rotating bezel, this men's watch is powered by the TH50-00 quartz movement. With 200m water resistance and a 2-year warranty, it's a Swiss-made masterpiece.",FALSE,TRUE,FALSE,https://cdn1.ethoswatches.com/media/catalog/product/cache/6e5de5bc3d185d8179cdc7258143f41a/t/a/tag-heuer-carrera-wbp1113-ba0000-large.jpg
19356,CAZ1012BA0883,TAG Heuer Formula 1 CAZ1012.BA0883,tag-heuer-formula-1-caz1012ba0883,watches,Watches,TAG Heuer,,,,,,0,"TAG Heuer Formula 1 CAZ1012.BA0883 is a bold and stylish chronograph watch for men, designed for precision and durability. Featuring a 43mm steel case, sapphire crystal glass, and a sleek grey dial, it offers a 200-meter water resistance and a 2-year warranty. Swiss-made excellence in every detail.",FALSE,TRUE,FALSE,https://cdn1.ethoswatches.com/media/catalog/product/cache/6e5de5bc3d185d8179cdc7258143f41a/t/a/tag-heuer-formula-1-caz1012-ba0883-large.jpg
19357,WAY101CBA0746,TAG Heuer Aquaracer WAY101C.BA0746,tag-heuer-aquaracer-way101cba0746,watches,Watches,TAG Heuer,,,,,,0,"TAG Heuer Aquaracer WAY101C.BA0746 combines precision and style with a striking blue dial and durable steel case. Powered by quartz movement, it boasts 300 meters of water resistance, a sapphire crystal glass, and a 43mm round case. Ideal for the modern man, this Swiss-made timepiece exudes sophistication.",FALSE,TRUE,FALSE,https://cdn1.ethoswatches.com/media/catalog/product/cache/6e5de5bc3d185d8179cdc7258143f41a/t/a/tag-heuer-formula-1-way101c-ba0746-large.jpg
19358,CAZ101AHBA0842,TAG Heuer Formula 1 Chronograph CAZ101AH.BA0842,tag-heuer-formula-1-chronograph-caz101ahba0842,watches,Watches,TAG Heuer,,,,,,0,"TAG Heuer Formula 1 CAZ101AH.BA0842 is a striking men's watch featuring a bold 43mm steel and ceramic case. With a sleek grey dial, luminous hands, and a unidirectional rotating bezel, it offers precision with chronograph, date, and tachymeter functions. Water resistant to 200m, it's a Swiss made masterpiece.",FALSE,TRUE,FALSE,https://cdn1.ethoswatches.com/media/catalog/product/cache/6e5de5bc3d185d8179cdc7258143f41a/t/a/tag-heuer-formula-1-caz101ah-ba0842-large.jpg
19359,WBP2010BA0632,TAG Heuer Aquaracer Professional 300 GMT WBP2010.BA0632,tag-heuer-aquaracer-professional-300-gmt-wbp2010ba0632,watches,Watches,TAG Heuer,,,,,,0,"TAG Heuer Aquaracer Professional 300 is a sophisticated men's watch built for adventure. With a robust 43mm steel case, bi-directional rotating bezel, and a striking blue dial, it combines style with functionality. Powered by Calibre 7 Automatic movement, this Swiss-made timepiece offers 300m water resistance and a 2-year warranty.",FALSE,TRUE,FALSE,https://cdn1.ethoswatches.com/media/catalog/product/cache/6e5de5bc3d185d8179cdc7258143f41a/t/a/tag-heuer-aquaracer-wbp2010-ba0632-large.jpg
19361,WAY2012BA0927,TAG Heuer Aquaracer WAY2012.BA0927,tag-heuer-aquaracer-way2012ba0927,watches,Watches,TAG Heuer,,,,,,0,"TAG Heuer Aquaracer Professional 300 WAY2012.BA0927 blends precision with style. Featuring a 43mm stainless steel case, blue dial, and sapphire crystal, this automatic movement watch offers superior water resistance up to 300m. Perfect for men seeking durability and elegance, it comes with a 2-year warranty and Swiss craftsmanship.",FALSE,TRUE,FALSE,https://cdn1.ethoswatches.com/media/catalog/product/cache/6e5de5bc3d185d8179cdc7258143f41a/t/a/tag-heuer-aquaracer-way2012-ba0927-large.jpg
19362,WAZ111ABA0875,TAG Heuer Formula 1 Date WAZ111A.BA0875,tag-heuer-formula-1-date-waz111aba0875,watches,Watches,TAG Heuer,,,,,,0,"TAG Heuer Formula 1 WAZ111A.BA0875 is a precision-driven timepiece for the modern man. Featuring a sleek 41mm steel case, black dial with luminous hands, and a unidirectional rotating bezel, this quartz-powered chronograph offers alarm, date, and small seconds functions. With 200m water resistance and a 2-year warranty.",FALSE,TRUE,FALSE,https://cdn1.ethoswatches.com/media/catalog/product/cache/6e5de5bc3d185d8179cdc7258143f41a/t/a/tag-heuer-waz111a-ba0875-formula-1-large.jpg
19363,WAY1120.BB0930,TAG Heuer Aquaracer WAY1120.BB0930,tag-heuer-aquaracer-way1120bb0930,watches,Watches,TAG Heuer,,,,,,0,"TAG Heuer Aquaracer WAY1120.BB0930 is a stunning timepiece designed for the modern man. With a sleek 40.5mm steel and yellow gold-plated case, sapphire crystal glass, and a silver dial, this quartz powered watch offers 300m water resistance and a 2-year warranty, combining luxury with durability in Swiss craftsmanship.",FALSE,TRUE,FALSE,https://cdn1.ethoswatches.com/media/catalog/product/cache/6e5de5bc3d185d8179cdc7258143f41a/t/a/tag-heuer-aquaracer-way1120-bb0930-large.jpg
20014,HBCUTCUB442,Cute Bear Belt Bag (H-060-BB-CUB),cute-bear-belt-bag-h-060-bb-cub,bags & handbags,"Belt bag, Cute Bear",Henney Bear,,,,,,0,Type : Belt Bag Size : Height35*Width9cm*Depth20cm Outer Material : Tapestry Inner Material : Polyester Leather Parts : Premium Quality PU Country of Origin : PRC ____________________________________________________________ Exterior Features : Two compartments with zipper closure Adjustable Broad Strap One front slide-in pocket One front zipper pocket PU leather base with metal feet to prevent scuffing ____________________________________________________________ Interior Features: Signature Lining One zipper pocket One slide-in open pocket,TRUE,TRUE,FALSE,https://henneybear.in/wp-content/uploads/2024/03/13.jpg
20023,HBMETETB371,Meta Bear Hat (HM-031-HAT-METB),meta-bear-hat-hm-031-hat-metb,apparel accessories,"Hats, Meta Bear, Patterns",Henney Bear,,,,,,4799,Type : Unisex Hat/Bucket Hat Size : Circumference 57 cm Fabric/ Material : Tapestry,TRUE,TRUE,FALSE,https://henneybear.in/wp-content/uploads/2024/12/HM-031-MEATBEAR-BUCKETHAT-2.jpg
20026,HBGREBGB262,Green Bear Shoulder Bag (H-925-SB-GB),green-bear-shoulder-bag-h-925-sb-gb,bags & handbags,"Green Bear, Patterns, Shoulder Bag",Henney Bear,,,,,,11999,Type : Shoulder Bag Size : Height34.5cm*Width12cm*Depth27cm Outer Material : Tapestry Inner Material : Polyester Leather Parts : Faux Leather Country of origin : PRC ____________________________________________________________ Exterior Features : Top handle for easy carrying convenience Zipper closure on top ensures secure fastening of your belongings Metal feet to prevent scuffing and maintain the bag���s durability ___________________________________________________________ Interior Features: Inner zipper pocket for secure storage of valuables Slide-in space for convenient storage of essentials,TRUE,TRUE,FALSE,https://henneybear.in/wp-content/uploads/2024/04/H-925-SB-GB-1.jpg
20027,HBTEDBTB008,Teddy Bear Shoulder Bag ��� Classic Collection (H-925-SB-TB),teddy-bear-shoulder-bag-classic-collection-h-925-sb-tb,bags & handbags,"Shoulder Bag, Teddy Bear",Henney Bear,,,,,,11999,Type : Shoulder Bag Size : Height34.5cm*Width12cm*Depth27cm Outer Material : Tapestry Inner Material : Polyester Leather Parts : Faux Leather Country of origin : PRC ____________________________________________________________ Exterior Features : Top handle for easy carrying convenience Zipper closure on top ensures secure fastening of your belongings Metal feet to prevent scuffing and maintain the bag���s durability ___________________________________________________________ Interior Features: Inner zipper pocket for secure storage of valuables Slide-in space for convenient storage of essentials,TRUE,TRUE,FALSE,https://henneybear.in/wp-content/uploads/2024/04/H-925-TB-1.jpg
24993,LULULACK830,Lululemon Daily Multi-Pocket Tote Bag 20L Grey Sage/Black,lululemon-daily-multi-pocket-tote-bag-20-l-grey-sage-black,luggage & bags,Tote Bags,Lululemon,,,,,,9098,"Why we made this
From farmers-market scores to picnic essentials, this roomy tote handles it all. Bonus: it stands up on its own to make finding your things a breeze.

Water-repellent
100% of the polyester and nylon in this product is recycled (excluding trims)

Measurements

Dimensions: 51cm x 15cm x 35cm (20.1"" x 5.9"" x 13.8"")
Volume: 20L

Exterior drop-in pockets have plenty of room for a water bottle, snack, and even a book or two
Easy-access, exterior pocket for your essentials
Interior pocket for small items
Snap closure",FALSE,TRUE,FALSE,https://djm0962033frr.cloudfront.net/erasebg_transformed_2025_02_27_T140420_785_17fe35be52.webp
25011,LULULOLD741,Lululemon Dual Pouch Wristlet Leather Alternative Chestnut Brown/Gold,lululemon-dual-pouch-wristlet-leather-alternative-chestnut-brown-gold,apparel accessories,Dual Pouch Wristlet,Lululemon,,,,,,9998,"Why we made this
Ready to go with the flick of a wrist. This version of our Dual Pouch Wristlet is made in a beautiful leather alternative and comes with two zippered pouches to secure small items while you're on the move.

This leather alternative is made from polyester, polyurethane and cactus fibre
Due to the nature of this material, please handle with care. Remove all food and liquid spills immediately. Clean with a soft, clean cloth dampened with water. Natural wear will occur over time

Pouch dimensions: 11.5cm x 0.5cm x 7cm (4.5"" x 0.2"" x 2.8"")

Detachable pouches let you customize the look and function
Use pouch as standalone wallet

Discover premium activewear excellence at Hype Fly India with Lululemon���s top-performing leggings, skirts, and more. Authenticity is our guarantee

",FALSE,TRUE,FALSE,https://djm0962033frr.cloudfront.net/erasebg_transformed_2025_02_27_T145621_987_5555cdd50d.webp
25012,LULULINK027,Lululemon Everywhere Belt Bag Nano Deco Pink,lululemon-everywhere-belt-bag-nano-deco-pink,bags & handbags,Belt Bag,Lululemon,,,,,,4998,"Why we made this
Make the little things easy to find. This nano version of our Everywhere Bag fits earbuds, lip balm, and other runaway items.

Dimensions
10.5cm x 3.5cm x 8cm (4.1"" x 1.38"" x 3.15"")

Zippered main compartment
Interior slip-in pocket
Ring clips onto your favourite bag
Adjustable wrist strap unhooks on one end so you can attach it to your bag or other items

Discover premium activewear excellence at Hype Fly India with Lululemon���s top-performing leggings, skirts, and more. Authenticity is our guarantee

",FALSE,TRUE,FALSE,https://djm0962033frr.cloudfront.net/erasebg_transformed_2025_02_27_T133747_520_fc6b3fe5e7.webp
25014,LULULONE073,Lululemon Everywhere Belt Bag 1L Bone,lululemon-everywhere-belt-bag-1-l-bone,bags & handbags,Belt Bag,Lululemon,,,,,,6298,"Phone, keys, wallet. Keep them close in this versatile belt bag that helps you get out the door and on to your next adventure.

Water-repellent
100% of the polyester and nylon in this product is recycled (excluding trims)

Adjustable strap
Exterior zippered pocket to secure your valuables
Interior pockets hold the essentials
Once you find your perfect fit, tuck the excess belt bag strap into the elastic loops

Discover premium activewear excellence at Hype Fly India with Lululemon���s top-performing leggings, skirts, and more. Authenticity is our guarantee",FALSE,TRUE,FALSE,https://djm0962033frr.cloudfront.net/erasebg_transformed_1_855ca395a4.webp
25015,LULULONE817,Lululemon Clippable Card Pouch Galactic Cobalt/Tropics Tone,lululemon-clippable-card-pouch-galactic-cobalt-tropics-tone,apparel accessories,Card Pouch,Lululemon,,,,,,5898,"Why wemade this
Zip, clip, and go. Secure this pouch onto your keychain, belt loop, or bag to keep your cards and cash handy.

Dimensions

12cm x 8.5cm (4.7"" x 3.3"")

Product Features

Easy-access exterior cardholder
Zippered main compartment
Interior slots to organize your cards

Discover premium activewear excellence at Hype Fly India with Lululemon���s top-performing leggings, skirts, and more. Authenticity is our guarantee


",FALSE,TRUE,FALSE,https://djm0962033frr.cloudfront.net/erasebg_transformed_2025_02_27_T122226_354_28b9818f62.webp
25020,LULULPOR251,Lululemon Dual Pouch Wristlet Silver Drop/Vapor,lululemon-dual-pouch-wristlet-silver-drop-vapor,bags & handbags,Dual Pouch Wristlet,Lululemon,,,,,,7198,"Ready to go with the flick of a wrist. This wristlet comes with two zippered pouches to keep small items in place while you're on the move.

Detachable pouches let you customize the look and function
Use pouch as standalone wallet

Material and care

Discover premium activewear excellence at Hype Fly India with Lululemon���s top-performing leggings, skirts, and more. Authenticity is our guarantee",FALSE,TRUE,FALSE,https://djm0962033frr.cloudfront.net/erasebg_transformed_ccd3ea90ef.webp
25022,LULULITE334,Lululemon Clippable Card Pouch Passionate/White,lululemon-clippable-card-pouch-passionate-white,travel organizers,Card Pouch,Lululemon,,,,,,5898,"Why wemade this
Zip, clip, and go. Secure this pouch onto your keychain, belt loop, or bag to keep your cards and cash handy.

Dimensions

12cm x 8.5cm (4.7"" x 3.3"")

Product Features

Easy-access exterior cardholder
Zippered main compartment
Interior slots to organize your cards

Discover premium activewear excellence at Hype Fly India with Lululemon���s top-performing leggings, skirts, and more. Authenticity is our guarantee


",FALSE,TRUE,FALSE,https://djm0962033frr.cloudfront.net/erasebg_transformed_2025_02_27_T124156_750_c9497d70ea.webp
25025,LULULRED023,Lululemon Clippable Card Pouch Pink Haze/Desert Red,lululemon-clippable-card-pouch-pink-haze-desert-red,apparel accessories,Card Pouch,Lululemon,,,,,,5898,"Why wemade this
Zip, clip, and go. Secure this pouch onto your keychain, belt loop, or bag to keep your cards and cash handy.

Dimensions

12cm x 8.5cm (4.7"" x 3.3"")

Product Features

Easy-access exterior cardholder
Zippered main compartment
Interior slots to organize your cards

Discover premium activewear excellence at Hype Fly India with Lululemon���s top-performing leggings, skirts, and more. Authenticity is our guarantee


",FALSE,TRUE,FALSE,https://djm0962033frr.cloudfront.net/erasebg_transformed_2025_02_27_T124555_749_1870f19ab4.webp
25035,LULULAPE711,Lululemon Daily Multi-Pocket Tote Bag 20L Honeydew/Sour Grape,lululemon-daily-multi-pocket-tote-bag-20-l-honeydew-sour-grape,bags & handbags,Tote Bags,Lululemon,,,,,,9098,"Why we made this
From farmers-market scores to picnic essentials, this roomy tote handles it all. Bonus: it stands up on its own to make finding your things a breeze.

Water-repellent
100% of the polyester and nylon in this product is recycled (excluding trims)

Measurements

Dimensions: 51cm x 15cm x 35cm (20.1"" x 5.9"" x 13.8"")
Volume: 20L

Exterior drop-in pockets have plenty of room for a water bottle, snack, and even a book or two
Easy-access, exterior pocket for your essentials
Interior pocket for small items
Snap closure",FALSE,TRUE,FALSE,https://djm0962033frr.cloudfront.net/erasebg_transformed_2025_02_27_T140603_898_90104684bf.webp
25590,HBPARHPB975,Paris Bear Top Handle (H-1125-TH-PB),paris-bear-top-handle-h-1125-th-pb,bags & handbags,"Paris Bear, Top Handle",Henney Bear,,,,,,10699,Type : Top Handle Size : Height33.5cm*Width11.5cm*Depth24.5cm Outer Material : Tapestry Inner Material : Polyester Leather Parts : Faux Leather Country of origin : PRC ____________________________________________________________ Exterior Features : Main compartment with zipper closure Detachable and adjustable shoulder strap Metal feet to prevent scuffing ____________________________________________________________ Interior Features: 3 compartments (Main compartment with zipper closure &amp; 1 compartment on each side of main zipper compartment) Two open slide-in pockets in zipper compartment One zipper pocket in zipper compartment,TRUE,TRUE,FALSE,https://henneybear.in/wp-content/uploads/2024/10/H-1125-TH-PB-1.jpg
25593,HBPARHPS185,Parrot Song Top Handle (H-931-TH-PS),parrot-song-top-handle-h-931-th-ps,bags & handbags,"Best Sellers, Parrot Song, Rakhi Picks, Top Handle",Henney Bear,,,,,,10799,Type : Top Handle Bag Size : Height24cm*Width10cm*Depth20cm Outer Material : Tapestry Inner Material : Polyester Leather Parts : Premium Quality PU Country of origin : PRC ____________________________________________________________ Exterior Features : Main compartment with zipper closure Detachable and adjustable shoulder strap Metal feet to prevent scuffing Aesthetically compact design ____________________________________________________________ Interior Features: Signature Lining Two open slide-in pockets One zipper pocket,TRUE,TRUE,FALSE,https://henneybear.in/wp-content/uploads/2023/03/H-931-PARROT-SONG-front.jpg
26743,HBPARBPB746,Paris Bear Laptop Bag (H-1192-LPTB-PB),paris-bear-laptop-bag-h-1192-lptb-pb,luggage & bags,"Laptop��Bags, Paris Bear",Henney Bear,,,,,,11499,Type : Laptop Bag Size : Height41cm*Width7cm*Depth31cm Outer Material : Tapestry Inner Material : Polyester Leather Parts : Faux Leather Country of Origin : PRC ____________________________________________________________ Exterior Features : Main compartment with zipper closure Broad Strap One zipper pocket in front Rear luggage opening with zippers ____________________________________________________________ Interior Features: Signature Lining One main compartment One zipper pocket One slide-in pocket,TRUE,TRUE,FALSE,https://henneybear.in/wp-content/uploads/2025/02/h-1192-henneybear-paris-tapestry-laptop-bag-2.jpg
26744,HBSTRSTB218,Strawberry & Bird Laptop Bag (H-1192-LPTB-STB),strawberry-bird-laptop-bag-h-1192-lptb-stb,luggage & bags,"Laptop��Bags, Strawberry & Bird",Henney Bear,,,,,,11499,Type : Laptop Bag Size : Height41cm*Width7cm*Depth31cm Outer Material : Tapestry Inner Material : Polyester Leather Parts : Faux Leather Country of Origin : PRC ____________________________________________________________ Exterior Features : Main compartment with zipper closure Broad Strap One zipper pocket in front Rear luggage opening with zippers ____________________________________________________________ Interior Features: Signature Lining One main compartment One zipper pocket One slide-in pocket,TRUE,TRUE,FALSE,https://henneybear.in/wp-content/uploads/2025/02/h-1192-henneybear-strawberryandbird-tapestry-laptop-bag-2.jpg
26758,HBGREBGB916,Green Bear Belt Bag (H-060-BB-GB),green-bear-belt-bag-h-060-bb-gb,bags & handbags,"Belt bag, Green Bear",Henney Bear,,,,,,6299,Type : Belt Bag Size : Height35*Width9cm*Depth20cm Outer Material : Tapestry Inner Material : Polyester Leather Parts : Premium Quality PU Country of Origin : PRC ____________________________________________________________ Exterior Features : Two compartments with zipper closure Adjustable Broad Strap One front slide-in pocket One front zipper pocket PU leather base with metal feet to prevent scuffing ____________________________________________________________ Interior Features: Signature Lining One zipper pocket One slide-in open pocket,TRUE,TRUE,FALSE,https://henneybear.in/wp-content/uploads/2023/11/H-060-BB-GB-2.jpg
26762,HBGRETGB215,Green Bear Hat (HM-031-HAT-GB),green-bear-hat-hm-031-hat-gb,apparel accessories,"Green Bear, Hats",Henney Bear,,,,,,4799,Type : Unisex Hat/Bucket Hat Size : Circumference 57 cm Fabric/ Material : Tapestry,TRUE,TRUE,FALSE,https://henneybear.in/wp-content/uploads/2024/12/HM-031-GREENBEAR-BUCKETHAT-2.jpg
26763,HBSHOLSH943,Shoe & Hat Travel Cabin Luggage ��� 16 Inch ��� New Launch (HL-009-16-CL-SH),shoe-hat-travel-cabin-luggage-16-inch-new-launch-hl-009-16-cl-sh,luggage & bags,"Best Sellers, Luggage, Shoe & Hat",Henney Bear,,,,,,15499,Type : Cabin Luggage Size : Height40cm*Width22cm*Depth46cm Handle Colour : Silver Inch : 16��� Net Weight : 3.4 kg Carrying Capacity : 12 kg Outer Material : Tapestry Inner Material : Polyester Leather Parts : Faux Leather Country of origin : PRC ____________________________________________________________ Exterior Features : Main compartment with zipper closure Two front zipper pockets One top handle 4 way Dual spinner wheels ____________________________________________________________ Interior Features: Signature Lining One main compartment One zipper pocket One slide-in laptop pocket,TRUE,TRUE,FALSE,https://henneybear.in/wp-content/uploads/2023/03/HL-009-CABIN-LUGGAGE.jpg
26764,HBSTRSTB519,Strawberry & Bird Check-in Travel Luggage ��� 24 Inch ��� New Launch (HL-009-24-CL-STB),strawberry-bird-check-in-travel-luggage-24-inch-new-launch-hl-009-24-cl-stb,luggage & bags,"Luggage, Strawberry & Bird",Henney Bear,,,,,,21999,Type : Check-in Luggage Size : Height42cm*Width30cm*Depth68cm Inch : 24��� Net Weight : 4.5 kg Carrying Capacity : 16 kg Outer Material : Tapestry Inner Material : Polyester Leather Parts : Faux Leather ____________________________________________________________ Exterior Features : Main compartment with zipper closure Two front zipper pockets One top handle 4 way Dual spinner wheels ____________________________________________________________ Interior Features: Signature Lining One main compartment One zipper pocket One slide-in laptop pocket,TRUE,TRUE,FALSE,https://henneybear.in/wp-content/uploads/2024/10/67.jpg
26765,HBVINBVB643,Vincent Bear Shoulder Bag (H-925-SB-VB),vincent-bear-shoulder-bag-h-925-sb-vb,luggage & bags,"Patterns, Shoulder Bag, Vincent Bear",Henney Bear,,,,,,11999,Type : Shoulder Bag Size : Height34.5cm*Width12cm*Depth27cm Outer Material : Tapestry Inner Material : Polyester Leather Parts : Faux Leather Country of origin : PRC ____________________________________________________________ Exterior Features : Top handle for easy carrying convenience Zipper closure on top ensures secure fastening of your belongings Metal feet to prevent scuffing and maintain the bag���s durability ___________________________________________________________ Interior Features: Inner zipper pocket for secure storage of valuables Slide-in space for convenient storage of essentials,TRUE,TRUE,FALSE,https://henneybear.in/wp-content/uploads/2024/04/H-925-SB-VB-1.jpg
26767,HBMETETB707,Meta Bear Waist Bag (H-1113-CB-METB),meta-bear-waist-bag-h-1113-cb-metb,bags & handbags,"Meta Bear, Meta Bear, Patterns, Waist Bag",Henney Bear,,,,,,6999,Type : Waist Bag/Fanny Pack Size : Height37.5cm*Width17cm*Depth10cm Outer Material : Tapestry Inner Material : Polyester Leather Parts : Faux Leather Country of origin : PRC ____________________________________________________________ Exterior Features : Main compartment with zipper closure One front zipper pocket Adjustable waist strap with metal buckle One small &amp; detachable zipper pouch (12cm*8cm) ____________________________________________________________ Interior Features: Signature Lining One open slide-in pocket One zipper pocket,TRUE,TRUE,FALSE,https://henneybear.in/wp-content/uploads/2024/10/H-1113-METB-1.jpg
26768,HBBEABBP782,Bear Popo Tote Bag (H-323-SB-BP),bear-popo-tote-bag-h-323-sb-bp,bags & handbags,"Bear��Popo, Tote Bag, Under 4999",Henney Bear,,,,,,4999,Type : Shoulder Bag Size : Height42cm*Width10cm*Depth35cm Outer Material : Tapestry Inner Material : Polyester Leather Parts : Premium Quality PU Country of origin : PRC ____________________________________________________________ Interior Features: Two zipper pockets Closure Type : Velcro (Small strip in middle),TRUE,TRUE,FALSE,https://henneybear.in/wp-content/uploads/2023/11/H-323-SB-BP-2.jpg
26774,HBBLUBHB976,Blue Hummingbird Top Handle (H-931-TH-BHB),blue-hummingbird-top-handle-h-931-th-bhb,Blue Hummingbird,"Blue Hummingbird, Rakhi Picks, Top Handle",Henney Bear,,,,,,10799,Type : Top Handle Bag Size : Height24cm*Width10cm*Depth20cm Outer Material : Tapestry Inner Material : Polyester Leather Parts : Premium Quality PU Country of origin : PRC ____________________________________________________________ Exterior Features : Main compartment with zipper closure Detachable and adjustable shoulder strap Metal feet to prevent scuffing Aesthetically compact design ____________________________________________________________ Interior Features: Signature Lining Two open slide-in pockets One zipper pocket,TRUE,TRUE,FALSE,https://henneybear.in/wp-content/uploads/2023/11/H-931-BHB.jpg
